7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
7.300, 0.000
